time,cam_name,pc_name,occupied_gt,people_count_gt
1970-01-01 00:46:55,Front_left,PC1,0,1
1970-01-01 00:46:55,Front_left,PC2,0,2
1970-01-01 00:46:55,Front_left,PC3,0,1
1970-01-01 00:46:55,Front_left,PC7,0,2
1970-01-01 00:46:55,Front_left,PC8,0,1
1970-01-01 00:46:55,Front_left,PC9,0,1
1970-01-01 00:46:56,Front_left,PC1,0,1
1970-01-01 00:46:56,Front_left,PC2,0,2
1970-01-01 00:46:56,Front_left,PC3,0,1
1970-01-01 00:46:56,Front_left,PC7,0,2
1970-01-01 00:46:56,Front_left,PC8,0,1
1970-01-01 00:46:56,Front_left,PC9,1,1
1970-01-01 00:46:57,Front_left,PC1,0,1
1970-01-01 00:46:57,Front_left,PC2,0,2
1970-01-01 00:46:57,Front_left,PC3,0,1
1970-01-01 00:46:57,Front_left,PC7,0,2
1970-01-01 00:46:57,Front_left,PC8,0,1
1970-01-01 00:46:57,Front_left,PC9,1,2
