time,cam_name,pc_name,occupied_gt,people_count_gt
1970-01-01 00:50:35,Back_right,PC30,1,1
1970-01-01 00:53:27,Back_right,PC16,0,1
1970-01-01 00:53:27,Back_right,PC17,0,1
1970-01-01 00:53:27,Back_right,PC18,0,1
1970-01-01 00:53:27,Back_right,PC22,1,1
1970-01-01 00:53:27,Back_right,PC23,0,1
1970-01-01 00:53:27,Back_right,PC24,0,1
1970-01-01 00:53:27,Back_right,PC28,1,3
1970-01-01 00:53:27,Back_right,PC29,0,0
1970-01-01 00:53:27,Back_right,PC30,1,1
1970-01-01 00:56:01,Back_right,PC16,0,1
1970-01-01 00:56:01,Back_right,PC17,0,1
1970-01-01 00:56:01,Back_right,PC18,0,1
1970-01-01 00:56:01,Back_right,PC22,1,1
1970-01-01 00:56:01,Back_right,PC23,0,1
1970-01-01 00:56:01,Back_right,PC24,0,1
1970-01-01 00:56:01,Back_right,PC28,0,3
1970-01-01 00:56:01,Back_right,PC29,0,0
1970-01-01 00:56:01,Back_right,PC30,1,1
1970-01-01 00:57:26,Back_right,PC16,0,1
1970-01-01 00:57:26,Back_right,PC17,0,1
1970-01-01 00:57:26,Back_right,PC18,0,1
1970-01-01 00:57:26,Back_right,PC22,1,1
1970-01-01 00:57:26,Back_right,PC23,0,1
1970-01-01 00:57:26,Back_right,PC24,0,1
1970-01-01 00:57:26,Back_right,PC28,1,4
1970-01-01 00:57:26,Back_right,PC29,0,0
1970-01-01 00:57:26,Back_right,PC30,1,1
1970-01-01 01:05:32,Back_right,PC16,0,1
1970-01-01 01:05:32,Back_right,PC17,0,1
1970-01-01 01:05:32,Back_right,PC18,0,1
1970-01-01 01:05:32,Back_right,PC22,1,1
1970-01-01 01:05:32,Back_right,PC23,0,1
1970-01-01 01:05:32,Back_right,PC24,0,1
1970-01-01 01:05:32,Back_right,PC28,1,4
1970-01-01 01:05:32,Back_right,PC29,0,0
1970-01-01 01:05:32,Back_right,PC30,0,1
1970-01-01 01:05:35,Back_right,PC16,0,1
1970-01-01 01:05:35,Back_right,PC17,0,1
1970-01-01 01:05:35,Back_right,PC18,0,1
1970-01-01 01:05:35,Back_right,PC22,1,1
1970-01-01 01:05:35,Back_right,PC23,0,1
1970-01-01 01:05:35,Back_right,PC24,0,1
1970-01-01 01:05:35,Back_right,PC28,1,4
1970-01-01 01:05:35,Back_right,PC29,1,1
1970-01-01 01:05:35,Back_right,PC30,0,1
1970-01-01 01:06:08,Back_right,PC16,0,1
1970-01-01 01:06:08,Back_right,PC17,0,1
1970-01-01 01:06:08,Back_right,PC18,0,1
1970-01-01 01:06:08,Back_right,PC22,1,1
1970-01-01 01:06:08,Back_right,PC23,0,1
1970-01-01 01:06:08,Back_right,PC24,0,1
1970-01-01 01:06:08,Back_right,PC28,0,4
1970-01-01 01:06:08,Back_right,PC29,1,1
1970-01-01 01:06:08,Back_right,PC30,0,1
1970-01-01 01:08:53,Back_right,PC16,0,1
1970-01-01 01:08:53,Back_right,PC17,0,1
1970-01-01 01:08:53,Back_right,PC18,0,1
1970-01-01 01:08:53,Back_right,PC22,1,1
1970-01-01 01:08:53,Back_right,PC23,0,1
1970-01-01 01:08:53,Back_right,PC24,0,1
1970-01-01 01:08:53,Back_right,PC28,1,5
1970-01-01 01:08:53,Back_right,PC29,1,1
1970-01-01 01:08:53,Back_right,PC30,0,1
1970-01-01 01:16:00,Back_right,PC16,0,1
1970-01-01 01:16:00,Back_right,PC17,0,1
1970-01-01 01:16:00,Back_right,PC18,0,1
1970-01-01 01:16:00,Back_right,PC22,0,1
1970-01-01 01:16:00,Back_right,PC23,0,1
1970-01-01 01:16:00,Back_right,PC24,0,1
1970-01-01 01:16:00,Back_right,PC28,1,5
1970-01-01 01:16:00,Back_right,PC29,1,1
1970-01-01 01:16:00,Back_right,PC30,0,1
1970-01-01 01:16:15,Back_right,PC16,0,1
1970-01-01 01:16:15,Back_right,PC17,0,1
1970-01-01 01:16:15,Back_right,PC18,0,1
1970-01-01 01:16:15,Back_right,PC22,0,1
1970-01-01 01:16:15,Back_right,PC23,1,1
1970-01-01 01:16:15,Back_right,PC24,0,1
1970-01-01 01:16:15,Back_right,PC28,1,5
1970-01-01 01:16:15,Back_right,PC29,1,1
1970-01-01 01:16:15,Back_right,PC30,0,1
1970-01-01 01:16:37,Back_right,PC16,0,1
1970-01-01 01:16:37,Back_right,PC17,0,1
1970-01-01 01:16:37,Back_right,PC18,0,1
1970-01-01 01:16:37,Back_right,PC22,0,1
1970-01-01 01:16:37,Back_right,PC23,0,1
1970-01-01 01:16:37,Back_right,PC24,0,1
1970-01-01 01:16:37,Back_right,PC28,1,5
1970-01-01 01:16:37,Back_right,PC29,1,1
1970-01-01 01:16:37,Back_right,PC30,0,1
1970-01-01 01:24:54,Back_right,PC16,0,1
1970-01-01 01:24:54,Back_right,PC17,0,1
1970-01-01 01:24:54,Back_right,PC18,0,1
1970-01-01 01:24:54,Back_right,PC22,0,1
1970-01-01 01:24:54,Back_right,PC23,0,1
1970-01-01 01:24:54,Back_right,PC24,0,1
1970-01-01 01:24:54,Back_right,PC28,0,5
1970-01-01 01:24:54,Back_right,PC29,1,1
1970-01-01 01:24:54,Back_right,PC30,0,1
1970-01-01 01:26:09,Back_right,PC16,0,1
1970-01-01 01:26:09,Back_right,PC17,0,1
1970-01-01 01:26:09,Back_right,PC18,0,1
1970-01-01 01:26:09,Back_right,PC22,0,1
1970-01-01 01:26:09,Back_right,PC23,0,1
1970-01-01 01:26:09,Back_right,PC24,0,1
1970-01-01 01:26:09,Back_right,PC28,1,5
1970-01-01 01:26:09,Back_right,PC29,1,1
1970-01-01 01:26:09,Back_right,PC30,0,1
1970-01-01 01:26:10,Back_right,PC16,0,1
1970-01-01 01:26:10,Back_right,PC17,0,1
1970-01-01 01:26:10,Back_right,PC18,0,1
1970-01-01 01:26:10,Back_right,PC22,0,1
1970-01-01 01:26:10,Back_right,PC23,0,1
1970-01-01 01:26:10,Back_right,PC24,0,1
1970-01-01 01:26:10,Back_right,PC28,1,6
1970-01-01 01:26:10,Back_right,PC29,1,1
1970-01-01 01:26:10,Back_right,PC30,0,1
1970-01-01 01:27:00,Back_right,PC16,0,1
1970-01-01 01:27:00,Back_right,PC17,0,1
1970-01-01 01:27:00,Back_right,PC18,0,1
1970-01-01 01:27:00,Back_right,PC22,0,1
1970-01-01 01:27:00,Back_right,PC23,0,1
1970-01-01 01:27:00,Back_right,PC24,0,1
1970-01-01 01:27:00,Back_right,PC28,1,6
1970-01-01 01:27:00,Back_right,PC29,0,1
1970-01-01 01:27:00,Back_right,PC30,0,1
1970-01-01 01:27:06,Back_right,PC16,0,1
1970-01-01 01:27:06,Back_right,PC17,0,1
1970-01-01 01:27:06,Back_right,PC18,0,1
1970-01-01 01:27:06,Back_right,PC22,0,1
1970-01-01 01:27:06,Back_right,PC23,0,1
1970-01-01 01:27:06,Back_right,PC24,1,1
1970-01-01 01:27:06,Back_right,PC28,1,6
1970-01-01 01:27:06,Back_right,PC29,0,1
1970-01-01 01:27:06,Back_right,PC30,0,1
